epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.03752725571393967,0.1937195211648941,0.008920500986278057,0.09444840252399445
1,0.006404343526810408,0.08002714067697525,0.007010959554463625,0.08373147249221802
2,0.0044389404356479645,0.06662537157535553,0.003658873261883855,0.06048862263560295
3,0.003535890020430088,0.05946335196495056,0.0053395903669297695,0.07307250052690506
4,0.0028177557978779078,0.05308253690600395,0.0043411110527813435,0.06588710844516754
5,0.0026840344071388245,0.051807668060064316,0.003410504898056388,0.05839952826499939
6,0.002337238984182477,0.04834499955177307,0.004626684356480837,0.06801973283290863
7,0.0020748579408973455,0.04555060714483261,0.00347567698918283,0.0589548721909523
8,0.0017355558229610324,0.04166000336408615,0.0034123684745281935,0.058415479958057404
9,0.001726956688798964,0.041556667536497116,0.0049960678443312645,0.07068286836147308
10,0.0015126944053918123,0.03889337182044983,0.003851803485304117,0.06206290051341057
11,0.0013721883296966553,0.03704306110739708,0.0040198685601353645,0.0634024366736412
12,0.0011550335912033916,0.03398578613996506,0.003764370921999216,0.06135446950793266
13,0.001156792975962162,0.034011658281087875,0.0036626202054321766,0.06051958352327347
14,0.001146620837971568,0.03386178985238075,0.003801259445026517,0.06165435537695885
15,0.000981375458650291,0.031326912343502045,0.0045809056609869,0.06768238544464111
16,0.0011034812778234482,0.033218689262866974,0.00324227474629879,0.05694097653031349
17,0.0009420380811206996,0.03069263882935047,0.003758540377020836,0.06130693480372429
18,0.0008739613695070148,0.02956283837556839,0.004186570178717375,0.06470371037721634
19,0.0008320912020280957,0.02884599193930626,0.004313890356570482,0.06568021327257156
20,0.0008757674368098378,0.029593368992209435,0.0034713048953562975,0.058917779475450516
21,0.0008897844818420708,0.029829256236553192,0.0035703887697309256,0.059752728790044785
22,0.0007846302469260991,0.028011251240968704,0.003262405749410391,0.05711747333407402
23,0.0008954788791015744,0.029924552887678146,0.003170949872583151,0.05631118640303612
24,0.0009487710194662213,0.030802126973867416,0.0036836592480540276,0.060693155974149704
25,0.0007099855574779212,0.02664555422961712,0.004651235416531563,0.06819996982812881
26,0.000941174104809761,0.030678560957312584,0.0036361527163535357,0.060300521552562714
27,0.0006949100061319768,0.026361145079135895,0.005436744540929794,0.07373428344726562
28,0.0006960421451367438,0.026382610201835632,0.002918075304478407,0.05401921272277832
29,0.0006730181048624218,0.025942591950297356,0.0032318588346242905,0.056849438697099686
30,0.0007840452017262578,0.028000807389616966,0.005326043348759413,0.07297974824905396
31,0.0008112518698908389,0.028482483699917793,0.0034594940952956676,0.05881746485829353
32,0.0007577963406220078,0.027528101578354836,0.0029288223013281822,0.05411859601736069
33,0.0006385695305652916,0.02526993304491043,0.003553773043677211,0.05961352959275246
34,0.0006816007080487907,0.026107484474778175,0.004200824536383152,0.0648137703537941
35,0.0007017638999968767,0.026490826159715652,0.0035940376110374928,0.059950292110443115
36,0.0006853888626210392,0.026179932057857513,0.0044174944050610065,0.06646423041820526
37,0.0007643785211257637,0.02764739654958248,0.0033585750497877598,0.05795321613550186
38,0.0006293816841207445,0.02508748136460781,0.0037551806308329105,0.061279527842998505
39,0.0006267527933232486,0.025035031139850616,0.004891249816864729,0.06993746757507324
40,0.0005778170889243484,0.02403782680630684,0.0030471545178443193,0.05520103871822357
41,0.0007002847851254046,0.026462893933057785,0.0032328134402632713,0.05685783550143242
42,0.0006442235317081213,0.025381559506058693,0.003678850131109357,0.060653526335954666
43,0.000604664848651737,0.024589933454990387,0.0031828100327402353,0.05641639977693558
44,0.0007579777156934142,0.027531394734978676,0.00326715549454093,0.05715903639793396
45,0.0005788881680928171,0.024060094729065895,0.004338663537055254,0.06586853414773941
46,0.0005539028788916767,0.023535141721367836,0.002753848908469081,0.05247712880373001
47,0.0004257814434822649,0.020634472370147705,0.0032920902594923973,0.057376738637685776
48,0.0007868843385949731,0.028051458299160004,0.003517146222293377,0.05930553376674652
49,0.000518738990649581,0.022775841876864433,0.003976092208176851,0.06305626034736633
50,0.0006154226721264422,0.02480771392583847,0.004676758777350187,0.06838683038949966
51,0.0006637024926021695,0.025762423872947693,0.003145274007692933,0.056082744151353836
52,0.00059718475677073,0.02443736419081688,0.0033002295531332493,0.05744762346148491
53,0.0006189352716319263,0.02487841062247753,0.003336440771818161,0.05776193365454674
54,0.0007154248305596411,0.02674742601811886,0.0030539638828486204,0.05526268109679222
55,0.0005592320812866092,0.023648088797926903,0.0033696310129016638,0.05804852396249771
56,0.0005962718278169632,0.024418678134679794,0.0034004300832748413,0.05831320583820343
57,0.0004900104249827564,0.022136179730296135,0.00345531664788723,0.0587819404900074
58,0.0005384233663789928,0.023203952237963676,0.004389426205307245,0.06625274568796158
59,0.0006394750671461225,0.025287844240665436,0.003944020252674818,0.06280143558979034
60,0.0005338448099792004,0.023105081170797348,0.0032155034132301807,0.05670540779829025
61,0.0005249908426776528,0.022912679240107536,0.0033732838928699493,0.058079976588487625
62,0.000572824152186513,0.02393374592065811,0.0035896345507353544,0.05991356074810028
63,0.0005036574439145625,0.02244231291115284,0.00349096255376935,0.059084367007017136
64,0.0006233022431842983,0.02496602199971676,0.0030196732841432095,0.05495155230164528
65,0.0005632273969240487,0.023732412606477737,0.0033160641323775053,0.057585276663303375
66,0.00047155111678875983,0.021715227514505386,0.003870283719152212,0.06221160292625427
67,0.0005735768936574459,0.02394946478307247,0.0036215188447386026,0.060179054737091064
68,0.00046228966675698757,0.021500922739505768,0.0039984798058867455,0.06323353201150894
69,0.0004518831556197256,0.021257543936371803,0.003998131491243839,0.06323078274726868
